1;28173.916
2;22643.479
3;71000.0
4;35156.25
5;20452.176
6;8347.826
7;48695.652
8;21913.045
9;77000.0
10;46001.84
11;37830.883
12;46778.49
13;78000.0
14;45912.227
15;33136.49
16;30862.225
17;39788.6
18;41325.83
19;31777.918
20;54092.367
21;60480.0
22;31857.78
23;41066.668
24;44939.13
25;25043.48
26;76000.0
27;50086.957
28;40444.445
29;55041.36
30;51547.83
31;34122.242
32;71691.17
33;57421.88
34;53617.875
35;29616.844
36;44800.0
37;14422.223
38;9066.667
39;45434.285
40;6817.391
41;32308.89
42;2521.739
43;54260.867
44;25689.338
45;25013.334
46;47964.445
47;78000.0
48;46613.332
49;25043.48
50;57720.0
51;44160.0
52;33174.402
53;37913.6
54;81000.01
55;32355.557
56;21493.334
57;79000.0
58;44769.65
59;46080.0
60;46412.57
61;60000.004
62;16100.001
63;13511.03
64;38354.78
65;67000.0
66;76000.0
67;64108.453
68;33600.004
69;46001.84
70;76000.0
71;76000.0
72;55515.85
73;63840.0
74;58676.47
75;39026.086
76;46044.445
77;37155.332
78;41321.742
79;32510.914
80;39137.777
81;44724.84
82;44939.13
83;44762.18
84;44177.777
85;63574.22
86;54574.906
87;45386.668
88;20880.004
89;39822.223
90;59860.004
91;54940.004
92;23739.13
93;76000.0
94;46210.938
95;47582.61
96;62160.0
97;30862.225
98;60840.0
99;47582.61
100;38258.273
101;37279.41
102;62160.0
103;35735.293
104;38320.312
105;78000.0
106;47146.664
107;42573.91
108;36960.0
109;56939.336
110;53175.555
111;14700.0
112;31733.336
113;46044.445
114;33262.867
115;43756.52
116;38354.78
117;33837.89
118;46330.438
119;42350.07
120;36337.78
121;72000.0
122;48025.617
123;60480.0
124;36493.336
125;30033.893
126;70000.0
127;76000.0
128;32262.223
129;47674.633
130;37493.105
131;8626.087
132;70000.0
133;42715.992
134;51719.9
135;45440.0
136;45078.26
137;73125.0
138;23400.004
139;20660.871
140;60680.004
141;25565.219
142;46778.492
143;46044.445
144;42573.914
145;44124.445
146;59280.0
147;24104.35
148;57840.07
149;30380.002
150;63200.004
151;42573.91
152;62971.047
153;21704.348
154;22748.162
155;45422.223
156;38713.234
157;41551.01
158;50086.957
159;57904.414
160;23373.914
161;25936.352
162;47304.348
163;24104.35
164;48695.652
165;22186.668
166;65520.0
167;56464.84
168;46330.438
169;42573.914
170;76000.0
171;17066.668
172;38506.434
173;60680.004
174;43756.52
175;52260.0
176;72000.0
177;40444.445
178;40147.06
179;51478.26
180;42311.113
181;57600.004
182;20660.871
183;64599.61
184;76000.0
185;32666.67
186;58800.0
187;62160.0
188;45422.223
189;74000.0
190;41706.668
191;61213.234
192;48906.82
193;46260.87
194;45422.223
195;29648.436
196;33133.336
197;34346.668
198;16084.559
199;72000.0
200;53642.0
201;39013.336
202;35735.293
203;57720.0
204;41688.89
205;59311.81
206;77000.0
207;46210.938
208;43826.09
209;46260.87
210;78000.0
211;46001.84
212;67313.875
213;80000.0
214;61600.004
215;22643.479
216;7060.8696
217;55845.586
218;57413.83
219;42380.516
220;41321.742
221;76000.0
222;75625.0
223;25565.219
224;24586.398
225;5600.001
226;76000.0
227;45440.0
228;48640.0
229;53320.316
230;22186.668
231;45078.26
232;58500.0
233;29856.96
234;21704.348
235;30141.312
236;22382.61
237;76000.0
238;41688.89
239;24834.783
240;21704.348
241;45568.703
242;27142.691
243;39430.15
244;50086.957
245;55990.348
246;58220.004
247;30027.576
248;49377.3
249;14264.706
250;44747.242
251;68000.0
252;24104.35
253;51480.0
254;54044.12
255;37568.934
256;57840.07
257;32791.113
258;36562.5
259;53561.582
260;21026.086
261;75000.0
262;46044.445
263;72000.0
264;46044.445
265;39040.0
266;49377.3
267;44160.0
