1;59040.004
2;29724.264
3;32555.146
4;34393.336
5;42915.555
6;24701.287
7;68000.0
8;39026.086
9;82000.0
10;46080.0
11;36817.555
12;58400.004
13;41706.668
14;75000.0
15;78000.0
16;70000.0
17;37843.477
18;49788.027
19;24104.35
20;59279.64
21;23373.914
22;41321.742
23;39457.723
24;51148.9
25;11860.87
26;74000.0
27;42311.113
28;44071.11
29;49280.0
30;26608.697
31;78000.0
32;46330.438
33;67210.48
34;43130.434
35;80000.0
36;20034.783
37;24260.87
38;74000.0
39;8069.565
40;30811.121
41;76000.0
42;47288.887
43;24701.287
44;51478.26
45;10330.436
46;42573.914
47;19408.695
48;29773.332
49;32355.557
50;45165.44
51;30292.969
52;70000.0
53;53617.875
54;2017.3912
55;59040.004
56;46044.445
57;41954.273
58;56000.004
59;45078.26
60;59040.004
61;50086.957
62;56746.32
63;74000.0
64;22643.479
65;41391.3
66;48695.652
67;44800.0
68;37830.883
69;55926.016
70;54566.863
71;30675.555
72;42311.113
73;44124.445
74;26884.19
75;40208.695
76;78000.0
77;32853.336
78;44160.0
79;46330.438
80;39430.15
81;78000.0
82;42573.914
83;70000.0
84;11860.87
85;41739.13
86;46720.0
87;39680.0
88;35933.332
89;57904.414
90;26800.002
91;83999.99
92;8764.444
93;31826.668
94;66000.0
95;37493.105
96;65142.46
97;37913.6
98;83999.99
99;40069.566
100;42097.777
101;30675.555
102;35815.72
103;45760.0
104;31563.072
105;76000.0
106;66969.21
107;52800.004
108;21714.154
109;51478.26
110;42573.914
111;53143.38
112;42849.266
113;30141.312
114;44762.18
115;53079.047
116;61500.004
117;46823.3
118;38168.656
119;46308.02
120;48951.633
121;52194.39
122;38080.0
123;32853.336
124;50770.906
125;54940.004
126;76000.0
127;46823.3
128;48695.652
129;65685.31
130;76000.0
131;54108.453
132;74000.0
133;44769.65
134;43826.09
135;45913.043
136;83999.99
137;36446.668
138;35342.223
139;43826.09
140;36562.5
141;44724.84
142;55041.36
143;76000.0
144;40553.77
145;28719.553
146;50086.957
147;56344.207
148;41102.223
149;44800.0
150;48511.027
151;24104.35
152;20235.523
153;24120.002
154;46702.223
155;47988.28
156;80000.0
157;38361.67
158;45913.043
159;47582.61
160;43537.453
161;20431.984
162;32200.002
163;47288.887
164;45971.97
165;65625.0
166;54848.344
167;45440.0
168;31278.72
169;72000.0
170;90000.0
171;46838.24
172;35964.445
173;25043.48
174;37830.883
175;59640.0
176;32791.113
177;48675.555
178;37224.266
179;58338.69
180;43826.09
181;55041.36
182;31266.67
183;35487.133
184;34122.242
185;75000.0
186;75000.0
187;43826.09
188;63200.004
189;55491.73
190;30229.78
191;51309.74
192;56000.004
193;23760.004
194;48092.832
195;46260.87
196;51478.26
197;38320.312
198;25043.48
199;78000.0
200;65520.0
201;57413.83
202;47644.76
203;25565.219
204;46720.0
205;47582.61
206;22333.334
207;78000.0
208;58220.004
209;42063.418
210;33880.0
211;68000.0
212;32201.287
213;54400.004
214;22643.479
215;43826.09
216;46613.332
217;45078.26
218;56464.84
219;62867.645
220;48695.652
221;36066.176
222;22320.002
223;74000.0
224;35342.223
225;15400.0
226;55515.85
227;50086.957
228;41600.0
229;43520.0
